TDS,TDS Duration,Vrot,Vrot Width,AzShear,TDS Height,TDS Width,Peak Wind,Min CC,Beam Height,Path Length,Path Width,tag
1,48,73.3,0.77,0.053,17.9,2.9,140,,,32.31,1100,20200422_2235_TXSan Jacinto_khgx
0,,22.3,1.56,0.008,,,115,,,10.2,810,20200422_2351_TXLamar_kfws
1,58,72.8,0.67,0.06,15.4,2,130,,,37,600,20200423_0028_TXJasper_kpoe
1,17,52.5,0.76,0.038,9.7,1.8,120,,,8.9,500,20200423_0209_LARapides_kpoe
1,13,73.7,0.59,0.069,13.6,1.5,130,,,9.1,550,20200423_0226_LARapides_kpoe
1,5,39.8,0.32,0.069,3.3,0.9,115,,,3.6,100,20200423_0608_LAAvoyelles_kpoe
1,18,60.7,0.61,0.055,12.1,2.4,130,,,18.3,1760,20200423_0800_MSAmite_klix
0,,39.3,1.44,0.015,,,112,,,16.94,2640,20200423_0912_MSJones_kdgx
1,10,36.4,0.94,0.022,1.9,0.6,120,,,18.12,400,20200423_2049_FLWashington_kevx
1,11,55.4,0.76,0.04,14.2,1.9,120,,,7.94,425,20200424_2340_TXFannin_kfws
1,11,39.8,0.29,0.076,3,0.5,115,,,5.54,400,20200426_0109_SCGreenville_kgsp
0,,67,0.65,0.057,,,127,,,20.13,350,20200429_0320_OKMcCurtain_ksrx
1,12,50,0.36,0.077,4.6,0.8,115,,,14.24,200,20200505_2245_SCChester_kcae
1,9,26.7,0.48,0.031,7.4,1.2,150,,,4,100,20200518_0134_LAAcadia_klch
1,18,30.6,0.47,0.036,2.7,0.7,118,,,9.6,790,20200611_0131_PABeaver_kpbz
1,3,35,0.97,0.02,13.3,1.2,115,,,3.4,275,20200702_2326_NEDawes_kcys
1,8,59.2,0.48,0.069,1.9,0.6,115,,,2.65,150,20200705_0035_SDMcPherson_kabr
1,4,58.3,0.55,0.059,4.6,0.7,120,,,7.41,770,20200707_0038_WYCrook_kudx
0,,24.3,0.92,0.015,,,112,,,3,300,20200708_1010_MNOtterTail_kmvx
1,11,59.2,1.32,0.025,22.1,1.9,170,,,9,650,20200708_2208_MNGrant_kmvx
1,13,55.4,0.21,0.147,4.6,0.9,115,,,8.3,80,20200803_2355_NCBrunswick_kltx
1,14,60.2,0.59,0.057,13.5,2.1,145,,,10,600,20200804_0515_NCBertie_kakq
1,20,47.6,0.46,0.057,9.7,0.9,125,,,15.9,200,20200804_0649_VASouthampton_kakq
1,28,55.8,0.52,0.06,13.2,2,135,,,15.6,500,20200804_0940_VALancaster_kakq
1,5,34.5,0.48,0.04,1.8,0.7,125,,,1.3,100,20200804_0955_MDWicomico_kdox
1,14,35.9,0.76,0.026,11.9,3,112,,,3.79,200,20200804_1114_MDWorcester_kdox
1,11,35,0.72,0.027,5.1,1.8,115,,,20,500,20200804_1450_PAPhiladelphia_kdix
0,,22.3,1.1,0.011,,,115,,,14,250,20200814_2042_MNGrant_kabr
0,,45.7,0.56,0.045,,,111,,,4.6,550,20200818_1948_FLVolusia_kmlb
1,4,20.4,1.28,0.009,11.1,1.4,115,,,14.02,100,20200828_0307_ARRandolph_knqa
0,,29.1,0.9,0.018,,,135,,,1.6,300,20200830_2303_SDHand_kabr
1,17,36.4,0.33,0.061,8.9,0.9,115,,,5.27,150,20200901_2007_ARCleburne_klzk
1,19,27.7,0.46,0.033,4.9,0.6,120,,,5,150,20201125_0251_TXTarrant_kfws
1,12,53.9,0.27,0.111,7.4,0.5,121,,,13.1,300,20201216_2049_FLPinellas_ktbw
1,23,27.2,0.85,0.018,8.9,1.1,122,,,1.2,20,20201223_2154_TXNewton_kpoe
1,13,69.4,0.28,0.138,16,0.8,152,,,9.51,900,20210126_0440_ALJefferson_kbmx
1,23,80.5,1.12,0.04,12.3,1.9,130,,,11.6,600,20210215_2138_GAEarly_keox
1,35,69,0.29,0.132,17.3,0.9,160,,,22.03,275,20210216_0434_NCBrunswick_kltx
1,24,90,0.39,0.128,9.3,1.8,115,,,21.65,1500,20210313_2115_TXSwisher_kama
0,,47.6,0.36,0.073,,,120,,,13.22,1200,20210313_2348_TXDonley_kama
1,12,71.4,0.5,0.079,9.8,1.2,125,,,12.16,100,20210314_0322_KSGray_kddc
1,26,54.9,0.59,0.052,13.2,2.1,135,,,13.12,325,20210317_1703_MSWayne_kmob
1,17,54.4,0.35,0.086,9.0,1.1,115,,,5.08,1000,20210317_1732_ALDallas_kbmx
1,13,48.1,0.45,0.059,8.6,2.0,130,,,34.77,400,20210317_2044_MSWayne_kmob
1,17,49.1,0.22,0.124,4.9,1.2,130,,,5.84,400,20210317_2212_ALChilton_kbmx
1,17,69.4,0.39,0.099,17.6,1.9,140,,,11.15,1400,20210325_1716_ALHale_kbmx
1,21,64.1,0.48,0.074,9.5,1.3,140,,,50.36,1100,20210325_1753_ALBibb_kbmx
1,28,68.0,0.46,0.082,13.7,1.7,140,,,38.44,1700,20210325_1931_ALCalhoun_kbmx
1,100,101.0,0.55,0.102,20.6,2.1,150,,,33.22,2300,20210325_2126_ALHale_kbmx
1,18,30.1,1.44,0.012,14.1,2.3,115,,,9.54,250,20210326_0013_ALChoctaw_kmob
1,10,46.1,0.65,0.039,11.0,2.2,130,,,22.20,350,20210326_0030_TNWayne_khtx
1,22,52.5,0.22,0.133,7.1,1.4,115,,,14.73,800,20210326_0201_ALChilton_kbmx
1,33,66.5,0.4,0.092,11.1,2.1,125,,,31.13,1000,20210326_0255_ALTallapoosa_kmxx
1,62,75.3,0.56,0.075,15.1,1.8,170,,,38.89,1850,20210326_0337_GAHeard_kffc
0,,52.9,0.81,0.036,,,120,,,20.89,500,20210327_2304_TXCherokee_kshv
1,29,78.7,0.78,0.056,14.2,2.6,115,,,22.61,300,20210327_2359_TXRusk_kshv
1,45,70.9,0.31,0.127,11.2,2.1,125,,,16.68,1600,20210328_0038_TXPanola_kshv
0,,52,0.83,0.035,,,120,,,18.66,600,20210328_0123_ARJefferson_klzk
0,,42.7,0.61,0.039,,,115,,,1.59,400,20210328_0322_ARDrew_klzk
1,5,40.8,0.77,0.029,10.9,0.9,120,,,2.91,50,20210328_0446_MSBolivar_klzk
0,,53.4,0.51,0.058,,,115,,,1.31,200,20210408_2212_TNScott_kmrx
1,8,38.9,0.43,0.05,6.3,0.5,120,,,1.84,300,20210408_2215_TNScott_kmrx
1,20,53.9,0.62,0.048,10.9,2.8,140,,,8.82,200,20210410_0706_LAStLandry_kpoe
0,,50.0,1.23,0.023,,,125,,,0.45,100,20210410_1342_FLBay_kevx
1,15,54.4,0.26,0.116,2.8,1.1,118,,,6.56,400,20210423_2313_TXHardeman_kfdr
1,19,47.1,0.3,0.087,7.4,0.8,116,,,8.23,375,20210425_0103_GACoffee_kvax
1,13,71.9,0.53,0.075,9.6,1.2,138,,,8.39,300,20210427_2049_TXKnox_kfdr
1,16,52.5,0.68,0.043,14.4,2.3,115,,,5.96,510,20210502_2331_MSHolmes_kdgx
1,47,51.5,0.27,0.106,10.9,1.5,125,,,29.65,150,20210503_1804_SCAbbeville_kgsp
1,11,25.3,0.82,0.017,12.6,3.3,111,,,4.63,250,20210503_1901_VANorthumberland_kdox
1,7,62.6,0.22,0.158,3.8,0.8,130,,,3.36,150,20210504_0018_TXHill_kfws
1,8,48.6,0.24,0.113,3.1,0.6,120,,,5.40,659,20210504_0143_TXEllis_kfws
0,,30.1,1.21,0.014,,,125,,,6.19,150,20210504_0833_KYFulton_kpah
0,,78.2,0.85,0.051,,,115,,,11.42,1056,20210518_0011_TXSterling_ksjt
1,10,53.4,0.4,0.074,8.6,1.6,115,,,8.29,575,20210526_2139_NEDundy_kgld
1,20,57.3,0.57,0.056,14.9,3.1,130,,,5.77,500,20210618_1950_INJay_kiwx
0,,42.7,0.59,0.04,,,115,,,5.62,200,20210618_2012_OHMercer_kiln
1,12,30.2,1.2,0.014,7.4,1.3,127,,,22.08,650,20210619_1231_ALEscambia_kmob
1,27,63.1,0.41,0.086,18.8,1.4,140,,,17.55,600,20210621_0402_ILDuPage_klot
0,,23.3,1.35,0.01,,,120,,,7.02,400,20210626_2149_MIHuron_kdtx
1,9,46.1,0.53,0.048,7.6,1.4,120,,,5.81,175,20210711_0118_MOStoddard_kpah
1,3,35.9,0.47,0.042,5.1,0.9,140,,,11.26,615,20210714_2052_IACalhoun_kdmx
1,11,29.6,1.31,0.013,11.7,2.1,120,,,13.28,400,20210714_2216_IAButler_kdmx
1,19,31.1,0.33,0.052,9.1,1.3,122,,,2.67,220,20210729_2050_OHHarrison_kpbz
0,,34.0,0.33,0.057,,,120,,,6.14,150,20210729_2059_OHCarroll_kpbz
1,14,49.1,0.52,0.052,10.2,2.2,120,,,6.34,70,20210729_2159_PABucks_kdix
1,17,43.1,0.42,0.057,9.2,1.0,140,,,3.5,530,20210729_2304_PAPhiladelphia_kdix
1,8,43.7,0.20,0.121,2.5,0.4,115,,,4.2,75,20210730_0103_NJOcean_kdix
1,25,67.0,0.44,0.085,18.4,3.3,160,,,10.62,1100,20210807_2129_WIGrant_karx
1,5,45.7,0.18,0.141,3.5,0.8,115,,,3,300,20210810_0220_NDSteele_kmvx
1,30,40.1,0.37,0.06,9.4,1.8,125,,,11.54,200,20210901_1801_MDAnne Arundel_klwx
1,2,40.3,0.61,0.037,7.3,0.6,115,,,6.09,350,20210901_2015_PAChester_kdix
1,20,70.9,1.22,0.032,11.1,2.0,130,,,8.49,400,20210901_2135_PAMontgomery_kdix
1,26,66.0,0.66,0.056,22.4,1.9,150,,,12.82,400,20210901_2210_NJGloucester_kdix
0,,40.3,0.85,0.026,,,120,,,4.02,500,20211010_2310_MNCook_kdlh
0,,41.8,0.68,0.034,,,111,,,8.12,100,20211010_2345_OKCaddo_ktlx
1,13,39.8,0.41,0.054,13.2,1.3,115,,,3,75,20211011_1936_ILGreene_klsx
1,4,29.1,0.33,0.049,2.8,1.1,115,,,0.91,100,20211016_0528_OHRoss_kiln
1,22,42.3,0.14,0.168,13.9,0.7,130,,,15.66,150,20211021_2330_PAWashington_kpbz
1,30,72.3,1.21,0.033,16.9,2.5,120,,,31.54,150,20211024_2131_MOLivingston_keax
1,75,62.2,0.51,0.068,19.6,4.9,150,,,42.44,450,20211025_0123_MOSt. Francois_klsx
1,55,91.6,0.68,0.075,21.2,2.3,150,,,18.95,880,20211025_0147_MOMadison_kpah
1,4,48.6,0.59,0.046,8.6,1.0,130,,,2.09,50,20211027_1433_TXOrange_klch
1,22,59.2,0.31,0.106,13.5,1.1,130,,,6.99,100,20211027_1445_TXOrange_klch
1,15,50,0.36,0.077,4.2,1.2,130,,,2.21,300,20211027_1720_LACalcasieu_klch
1,77,97.6,0.36,0.151,23.0,2.9,170,,,81.24,1800,20211211_0107_ARCraighead_knqa
1,34,65.6,0.31,0.118,19.1,1.0,165,,,24.95,150,20211211_0135_MOSt. Charles_klsx
1,17,47.6,0.43,0.061,14.3,2.6,125,,,12.78,200,20211211_0147_ILCass_kilx
1,24,36.9,0.47,0.044,7.0,2.5,120,,,4.6,250,20211211_0207_ILMenard_kilx
1,20,54.9,0.53,0.058,14.0,1.9,130,,,9.11,500,20211211_0213_ARWoodruff_klzk
1,9,51.5,0.82,0.035,12.8,0.9,150,,,4.28,300,20211211_0228_ILMadison_klsx
1,184,115.9,0.35,0.184,37.2,2.0,190,,,165.6,1760,20211211_0249_TNObion_kpah
1,34,75.7,0.54,0.078,19.2,2.8,118,,,41.42,690,20211211_0253_ILBond_klsx
1,16,44.2,0.36,0.068,6.7,1.4,130,,,3.6,250,20211211_0311_ARPoinsett_knqa
1,21,57.8,0.55,0.058,13.7,4.4,125,,,15.82,200,20211211_0350_ILShelby_kilx
1,11,52.0,0.66,0.044,8.3,2.4,130,,,6.3,300,20211211_0405_MOReynolds_klsx
1,126,96.1,0.45,0.119,20.3,2.2,160,,,122.91,1038,20211211_0432_TNDyer_kpah
1,4,39.8,0.61,0.036,8.6,1.7,115,,,3.65,100,20211211_0437_ILEdgar_kind
1,25,85.1,0.45,0.105,13.9,1.8,140,,,28.03,1400,20211211_0647_KYLogan_khpx
1,30,55.6,0.35,0.088,16.4,21.8,165,,,29.87,440,20211211_0709_KYWarren_khpx
0,,41.8,0.55,0.042,,,125,,,6.06,300,20211211_0719_KYWarren_khpx
0,,25.7,1.3,0.011,,,135,,,16.09,600,20211211_0740_TNHenderson_knqa
1,10,55.8,0.65,0.048,8.5,2.0,130,,,16.49,900,20211211_0740_KYEdmonson_klvx
1,10,44.2,0.3,0.082,7.0,1.0,125,,,23.95,550,20211211_0755_KYHart_klvx
1,27,85.5,0.36,0.132,15.4,2.4,145,,,14.70,450,20211211_0820_KYTaylor_klvx
1,4,50.5,0.35,0.08,5.0,1.2,135,,,10.83,500,20211211_0843_TNHickman_kohx
1,12,75.3,0.31,0.135,6.1,1.6,125,,,12.31,400,20211211_0857_TNDickson_kohx
0,,23.3,1.2,0.011,,,135,,,0.63,100,20211211_0901_KYBoyle_klvx
0,,33.5,1.57,0.012,,,115,,,2.72,50,20211215_2104_NEPlatte_koax
1,15,20.4,1.04,0.011,7.9,1.7,118,,,23.94,70,20211215_2111_NESaline_koax
0,,37.9,0.99,0.021,,,120,,,6.25,100,20211215_2131_NECuming_koax
1,9,50.0,1.19,0.023,7.4,1.7,120,,,11.22,200,20211215_2144_NECuming_koax
0,,18.0,0.76,0.013,,,112,,,3.25,20,20211215_2155_NEOtoe_koax
0,,29.6,0.89,0.018,,,125,,,3.59,150,20211215_2205_NECass_koax
1,5,36.4,0.81,0.025,3.8,0.9,125,,,2.59,200,20211215_2209_NECass_koax
1,2,42.3,0.96,0.024,2.1,0.7,120,,,2.34,50,20211215_2224_IAPottawattamie_koax
1,5,42.3,1.22,0.019,10.6,2.2,116,,,8.44,100,20211215_2226_IAWoodbury_kfsd
1,14,34.0,0.82,0.023,8.6,2.0,125,,,6.68,75,20211215_2231_IAPottawattamie_koax
1,20,50.0,0.57,0.049,9.5,2.7,116,,,27.15,100,20211215_2250_IACass_kdmx
1,11,43.2,0.61,0.039,9.3,1.4,120,,,18.5,100,20211215_2313_IACarroll_kdmx
1,7,55.4,0.97,0.032,10.3,2.1,120,,,19.69,42,20211215_2317_IAGuthrie_kdmx
0,,40.8,0.76,0.03,,,115,,,4.77,100,20211215_2318_IABuena Vista_kfsd
1,16,56.3,0.81,0.039,14.6,1.7,120,,,30.05,42,20211215_2321_IAGuthrie_kdmx
1,10,50.0,0.76,0.037,10.0,1.8,120,,,7.1,42,20211215_2326_IAGreene_kdmx
1,18,37.4,0.51,0.041,4.9,0.8,120,,,23.54,42,20211215_2328_IAGuthrie_kdmx
1,7,46.1,0.73,0.035,8.0,1.5,115,,,5.89,42,20211215_2332_IAGreene_kdmx
0,,38.4,0.75,0.028,,,120,,,2.74,42,20211215_2335_IAGreene_kdmx
0,,32.5,0.82,0.022,,,115,,,18.02,42,20211215_2339_IACalhoun_kdmx
1,8,45.2,0.75,0.033,3.8,1.0,130,,,17.72,42,20211215_2342_IAGreene_kdmx
0,,30.6,0.86,0.02,,,120,,,10.03,42,20211215_2353_IABoone_kdmx
0,,21.4,1.23,0.01,,,120,,,5.91,42,20211216_0021_IAWright_kdmx
0,,15.5,0.63,0.014,,,125,,,26.52,42,20211216_0034_IAHardin_kdmx
0,,23.3,0.94,0.014,,,115,,,2.17,42,20211216_0110_MNFreeborn_kmpx
1,9,38.9,0.5,0.043,6.3,1.7,130,,,4.03,110,20211216_0307_WIClark_karx
0,,18.5,1.09,0.009,,,132,,,7.44,75,20211216_0315_WIChippewa_karx
1,4,39.3,0.47,0.046,5.3,1.3,120,,,0.81,50,20211216_0316_WIClark_karx
